"Individual","LID","geladintestivirus_1","geladintestivirus_2","geladintestivirus_3","geladintestivirus_4","geladintestivirus_5","geladintestivirus_6","gel_1_pres_10","gel_2_pres_10","gel_3_pres_10","gel_4_pres_10","gel_5_pres_10","gel_6_pres_10","SampleDate","SampleType","NbReads","Sex","AgeDay","AgeMonth","AgeYear","SampleMonth","SampleYear","Season","Humidity","Temp","Rain90","PairedSample","LID_PairedSample","richness.10","any_intest","wean_date","weaned","mat_date","dob","avg_wean","weaned2","plot_crass_10","dev_stage"
"DEA","LID_105867",42.1,0,21.8,0,0,0,1,0,1,0,0,0,"2017-11-06","infant",7105889,"M",567,18.59016393,1.553424658,11,2017,"ColdDry","Dry","Cold",856.9,0,NA,2,1,2017-02-24,1,NA,2016-04-18,2017-10-18,2,"intestivirid","weaned"
"DEA","LID_108414",0,0,0,0,0,0,0,0,0,0,0,0,"2016-06-20","infant",3740244,"M",63,2.06557377,0.17260274,6,2016,"ColdWet","Wet","Cold",488.2,0,NA,0,0,2017-02-24,0,NA,2016-04-18,2017-10-18,1,"no intestivirid","unweaned"
"DEA","LID_106003",0,16.5,24.6,31.2,0,0,0,1,1,1,0,0,"2018-11-09","infant",26561939,"M",935,30.6557377,2.561643836,11,2018,"ColdDry","Dry","Cold",711,0,NA,3,1,2017-02-24,1,NA,2016-04-18,2017-10-18,2,"intestivirid","weaned"
"DEA","LID_106302",0,15.2,31.8,0,10,0,0,1,1,0,1,0,"2017-06-02","infant",8188190,"M",410,13.44262295,1.123287671,6,2017,"ColdWet","Wet","Cold",428.8,0,NA,3,1,2017-02-24,1,NA,2016-04-18,2017-10-18,2,"intestivirid","weaned"
"DEA","LID_106617",0,0,21.8,0,48.3,66.6,0,0,1,0,1,1,"2019-10-22","infant",29687495,"M",1282,42.03278689,3.512328767,10,2019,"ColdDry","Dry","Cold",920.9833333,0,NA,3,1,2017-02-24,1,NA,2016-04-18,2017-10-18,2,"intestivirid","weaned"
"DEA","LID_106256",0,0,10.9,0,0,0,0,0,1,0,0,0,"2017-05-24","infant",11897741,"M",401,13.14754098,1.098630137,5,2017,"HotDry","Dry","Hot",351.2,0,NA,1,1,2017-02-24,1,NA,2016-04-18,2017-10-18,2,"intestivirid","weaned"
"DEA","LID_105966",0,30.9,0,0,0,0,0,1,0,0,0,0,"2018-06-04","infant",9216405,"M",777,25.47540984,2.128767123,6,2018,"ColdWet","Wet","Cold",252.6,0,NA,1,1,2017-02-24,1,NA,2016-04-18,2017-10-18,2,"intestivirid","weaned"
"DIA","LID_105988",0,82.1,0,0,0,0,0,1,0,0,0,0,"2016-06-01","adult",10831603,"F",3295,108.0327869,9.02739726,6,2016,"ColdWet","Wet","Cold",356.5,1,"LID_105872",1,1,2008-06-17,1,2011-10-18,2007-05-25,2008-11-25,3,"intestivirid","adult"
"DIA","LID_106636",0,0,0,0,47.9,0,0,0,0,0,1,0,"2016-04-06","adult",8971671,"F",3239,106.1967213,8.873972603,4,2016,"HotDry","Dry","Hot",64.4,1,"LID_108419",1,1,2008-06-17,1,2011-10-18,2007-05-25,2008-11-25,3,"intestivirid","adult"
"DIX","LID_106612",91.6,0,16.8,20.8,0,0,1,0,1,1,0,0,"2016-04-11","adult",25471723,"F",2644,86.68852459,7.243835616,4,2016,"HotDry","Dry","Hot",64.4,1,"LID_106620",3,1,2010-04-21,1,2015-03-09,2009-01-14,2010-07-14,3,"intestivirid","adult"
"DIX","LID_106007",22.6,0,0,0,0,0,1,0,0,0,0,0,"2016-06-07","adult",17167864,"F",2701,88.55737705,7.4,6,2016,"ColdWet","Wet","Cold",387.8,1,"LID_107883",1,1,2010-04-21,1,2015-03-09,2009-01-14,2010-07-14,3,"intestivirid","adult"
"DRP","LID_108288",14.8,0,0,0,0,0,1,0,0,0,0,0,"2016-04-06","infant",17669394,"M",32,1.049180328,0.087671233,4,2016,"HotDry","Dry","Hot",64.4,0,NA,1,1,2017-02-27,0,NA,2016-03-05,2017-09-05,1,"intestivirid","unweaned"
"DRP","LID_108399",0,17.4,55.6,16.3,0,0,0,1,1,1,0,0,"2017-06-05","infant",11227935,"M",457,14.98360656,1.252054795,6,2017,"ColdWet","Wet","Cold",488.7,0,NA,3,1,2017-02-27,1,NA,2016-03-05,2017-09-05,2,"intestivirid","weaned"
"DRP","LID_106604",15.1,12.2,0,0,22.9,42.6,1,1,0,0,1,1,"2018-09-10","infant",34513345,"M",919,30.13114754,2.517808219,9,2018,"ColdWet","Wet","Cold",1209.1,0,NA,4,1,2017-02-27,1,NA,2016-03-05,2017-09-05,2,"intestivirid","weaned"
"DRP","LID_108403",0,19.2,99.5,62.2,0,16,0,1,1,1,0,1,"2017-10-03","infant",31646435,"M",577,18.91803279,1.580821918,10,2017,"ColdDry","Dry","Cold",1077.7,0,NA,4,1,2017-02-27,1,NA,2016-03-05,2017-09-05,2,"intestivirid","weaned"
"DRP","LID_106011",0,0,0,0,0,0,0,0,0,0,0,0,"2016-06-01","infant",14723564,"M",88,2.885245902,0.24109589,6,2016,"ColdWet","Wet","Cold",356.5,0,NA,0,0,2017-02-27,0,NA,2016-03-05,2017-09-05,1,"no intestivirid","unweaned"
"DRP","LID_108413",0,0,0,0,0,0,0,0,0,0,0,0,"2016-05-16","infant",13696315,"M",72,2.360655738,0.197260274,5,2016,"HotDry","Dry","Hot",278.7,0,NA,0,0,2017-02-27,0,NA,2016-03-05,2017-09-05,1,"no intestivirid","unweaned"
"DRP","LID_108400",0,0,0,0,0,0,0,0,0,0,0,0,"2017-08-09","infant",10980598,"M",522,17.1147541,1.430136986,8,2017,"ColdWet","Wet","Cold",1139.2,0,NA,0,0,2017-02-27,1,NA,2016-03-05,2017-09-05,2,"no intestivirid","weaned"
"DRP","LID_105930",0,0,0,22.1,56,64.1,0,0,0,1,1,1,"2017-11-06","infant",7123192,"M",611,20.03278689,1.673972603,11,2017,"ColdDry","Dry","Cold",856.9,0,NA,3,1,2017-02-27,1,NA,2016-03-05,2017-09-05,2,"intestivirid","weaned"
"DRP","LID_106618",82,0,0,0,0,0,1,0,0,0,0,0,"2019-09-07","infant",15590580,"M",1281,42,3.509589041,9,2019,"ColdWet","Wet","Cold",1197.47,0,NA,1,1,2017-02-27,1,NA,2016-03-05,2017-09-05,2,"intestivirid","weaned"
"DRP","LID_106597",0,0,0,0,0,0,0,0,0,0,0,0,"2018-04-02","infant",12882085,"M",758,24.85245902,2.076712329,4,2018,"HotDry","Dry","Hot",21.8,0,NA,0,0,2017-02-27,1,NA,2016-03-05,2017-09-05,2,"no intestivirid","weaned"
"DUC","LID_106620",0,0,0,0,0,0,0,0,0,0,0,0,"2016-04-11","infant",9912851,"F",46,1.508196721,0.126027397,4,2016,"HotDry","Dry","Hot",64.4,1,"LID_106612",0,0,2017-02-17,0,2020-11-24,2016-02-25,2017-08-25,1,"no intestivirid","unweaned"
"DUC","LID_106004",0,0,0,0,10.1,36.2,0,0,0,0,1,1,"2018-09-07","infant",14881680,"F",925,30.32786885,2.534246575,9,2018,"ColdWet","Wet","Cold",1198.2,0,NA,2,1,2017-02-17,1,2020-11-24,2016-02-25,2017-08-25,2,"intestivirid","weaned"
"DUC","LID_108421",0,0,77.4,17.5,0,0,0,0,1,1,0,0,"2016-04-19","infant",10772705,"F",54,1.770491803,0.147945205,4,2016,"HotDry","Dry","Hot",65.9,0,NA,2,1,2017-02-17,0,2020-11-24,2016-02-25,2017-08-25,1,"intestivirid","unweaned"
"DUC","LID_108409",55,16.9,72.6,85.2,13.1,18.4,1,1,1,1,1,1,"2017-10-03","infant",21321895,"F",586,19.21311475,1.605479452,10,2017,"ColdDry","Dry","Cold",1077.7,0,NA,6,1,2017-02-17,1,2020-11-24,2016-02-25,2017-08-25,2,"intestivirid","weaned"
"DUC","LID_106600",0,0,0,0,0,0,0,0,0,0,0,0,"2018-04-02","infant",15005122,"F",767,25.14754098,2.101369863,4,2018,"HotDry","Dry","Hot",21.8,0,NA,0,0,2017-02-17,1,2020-11-24,2016-02-25,2017-08-25,2,"no intestivirid","weaned"
"DUC","LID_106257",0,0,95.5,14.6,0,0,0,0,1,1,0,0,"2017-06-02","infant",5510202,"F",463,15.18032787,1.268493151,6,2017,"ColdWet","Wet","Cold",428.8,0,NA,2,1,2017-02-17,1,2020-11-24,2016-02-25,2017-08-25,2,"intestivirid","weaned"
"DUC","LID_106262",0,10.5,78,24.2,54.1,13.4,0,1,1,1,1,1,"2019-07-31","infant",17378731,"F",1252,41.04918033,3.430136986,7,2019,"ColdWet","Wet","Cold",923.77,0,NA,5,1,2017-02-17,1,2020-11-24,2016-02-25,2017-08-25,2,"intestivirid","weaned"
"DUC","LID_105929",0,13.1,73.3,21.8,20.6,0,0,1,1,1,1,0,"2017-11-03","infant",11778374,"F",617,20.2295082,1.690410959,11,2017,"ColdDry","Dry","Cold",864.5,0,NA,4,1,2017-02-17,1,2020-11-24,2016-02-25,2017-08-25,2,"intestivirid","weaned"
"DUC","LID_108301",0,13.7,82.7,17.4,14.1,80.1,0,1,1,1,1,1,"2017-08-03","infant",13509185,"F",525,17.21311475,1.438356164,8,2017,"ColdWet","Wet","Cold",1030.9,0,NA,5,1,2017-02-17,1,2020-11-24,2016-02-25,2017-08-25,2,"intestivirid","weaned"
"DUC","LID_107883",0,0,0,0,0,0,0,0,0,0,0,0,"2016-06-07","infant",12219821,"F",103,3.37704918,0.282191781,6,2016,"ColdWet","Wet","Cold",387.8,1,"LID_106007",0,0,2017-02-17,0,2020-11-24,2016-02-25,2017-08-25,1,"no intestivirid","unweaned"
"DUK","LID_106299",0,0,0,0,0,0,0,0,0,0,0,0,"2017-06-02","infant",12793867,"M",431,14.13114754,1.180821918,6,2017,"ColdWet","Wet","Cold",428.8,0,NA,0,0,2017-02-27,1,NA,2016-03-28,2017-09-28,2,"no intestivirid","weaned"
"DUK","LID_108306",0,0,0,0,0,0,0,0,0,0,0,0,"2017-07-28","infant",6086341,"M",487,15.96721311,1.334246575,7,2017,"ColdWet","Wet","Cold",1005.3,0,NA,0,0,2017-02-27,1,NA,2016-03-28,2017-09-28,2,"no intestivirid","weaned"
"DUK","LID_108424",0,0,0,0,0,0,0,0,0,0,0,0,"2017-10-19","infant",9576958,"M",570,18.68852459,1.561643836,10,2017,"ColdDry","Dry","Cold",1040.35,0,NA,0,0,2017-02-27,1,NA,2016-03-28,2017-09-28,2,"no intestivirid","weaned"
"DUK","LID_106609",28,0,11.6,0,13.5,99.3,1,0,1,0,1,1,"2018-10-01","infant",25083570,"M",917,30.06557377,2.512328767,10,2018,"ColdDry","Dry","Cold",1093.9,0,NA,4,1,2017-02-27,1,NA,2016-03-28,2017-09-28,2,"intestivirid","weaned"
"DUK","LID_107897",0,0,0,0,0,0,0,0,0,0,0,0,"2019-03-05","infant",6767555,"M",1072,35.14754098,2.936986301,3,2019,"HotDry","Dry","Hot",9.4,0,NA,0,0,2017-02-27,1,NA,2016-03-28,2017-09-28,2,"no intestivirid","weaned"
"DUK","LID_106255",20.3,0,23,12.4,0,17.4,1,0,1,1,0,1,"2017-06-16","infant",31323559,"M",445,14.59016393,1.219178082,6,2017,"ColdWet","Wet","Cold",597,0,NA,4,1,2017-02-27,1,NA,2016-03-28,2017-09-28,2,"intestivirid","weaned"
"DUK","LID_108423",0,0,13.7,0,0,0,0,0,1,0,0,0,"2018-05-01","infant",8066716,"M",764,25.04918033,2.093150685,5,2018,"HotDry","Dry","Hot",63.1,0,NA,1,1,2017-02-27,1,NA,2016-03-28,2017-09-28,2,"intestivirid","weaned"
"DUK","LID_105950",0,0,96.3,34.7,0,14.6,0,0,1,1,0,1,"2017-10-11","infant",11662743,"M",562,18.42622951,1.539726027,10,2017,"ColdDry","Dry","Cold",1044.3,0,NA,3,1,2017-02-27,1,NA,2016-03-28,2017-09-28,2,"intestivirid","weaned"
"DUK","LID_105989",0,21.1,0,0,0,0,0,1,0,0,0,0,"2017-12-07","infant",15882710,"M",619,20.29508197,1.695890411,12,2017,"ColdDry","Dry","Cold",379.6,0,NA,1,1,2017-02-27,1,NA,2016-03-28,2017-09-28,2,"intestivirid","weaned"
"DUK","LID_107881",0,0,19.9,0,29.8,0,0,0,1,0,1,0,"2019-09-06","infant",3549432,"M",1257,41.21311475,3.443835616,9,2019,"ColdWet","Wet","Cold",1205.57,0,NA,2,1,2017-02-27,1,NA,2016-03-28,2017-09-28,2,"intestivirid","weaned"
"DUS","LID_106301",0,0,0,0,0,0,0,0,0,0,0,0,"2016-04-28","infant",7341403,"M",62,2.032786885,0.169863014,4,2016,"HotDry","Dry","Hot",83.9,0,NA,0,0,2017-02-17,0,NA,2016-02-26,2017-08-26,1,"no intestivirid","unweaned"
"DUS","LID_108422",0,0,0,0,0,17.1,0,0,0,0,0,1,"2016-04-06","infant",13573197,"M",40,1.31147541,0.109589041,4,2016,"HotDry","Dry","Hot",64.4,0,NA,1,1,2017-02-17,0,NA,2016-02-26,2017-08-26,1,"intestivirid","unweaned"
"DUS","LID_106006",0,12.2,0,0,0,0,0,1,0,0,0,0,"2018-04-02","infant",8447652,"M",766,25.1147541,2.098630137,4,2018,"HotDry","Dry","Hot",21.8,0,NA,1,1,2017-02-17,1,NA,2016-02-26,2017-08-26,2,"intestivirid","weaned"
"DUS","LID_107885",0,11.7,0,0,14.1,26.1,0,1,0,0,1,1,"2018-02-06","infant",14295503,"M",711,23.31147541,1.947945205,2,2018,"HotDry","Dry","Hot",12,0,NA,3,1,2017-02-17,1,NA,2016-02-26,2017-08-26,2,"intestivirid","weaned"
"DUS","LID_108405",0,0,0,0,0,0,0,0,0,0,0,0,"2017-06-05","infant",16631992,"M",465,15.24590164,1.273972603,6,2017,"ColdWet","Wet","Cold",488.7,0,NA,0,0,2017-02-17,1,NA,2016-02-26,2017-08-26,2,"no intestivirid","weaned"
"DUS","LID_105968",0,0,22.4,0,12.6,19.9,0,0,1,0,1,1,"2017-12-02","infant",4736214,"M",645,21.14754098,1.767123288,12,2017,"ColdDry","Dry","Cold",398.3,0,NA,3,1,2017-02-17,1,NA,2016-02-26,2017-08-26,2,"intestivirid","weaned"
"DUS","LID_108402",18.9,15.6,0,0,60.5,70.9,1,1,0,0,1,1,"2017-08-09","infant",17097805,"M",530,17.37704918,1.452054795,8,2017,"ColdWet","Wet","Cold",1139.2,0,NA,4,1,2017-02-17,1,NA,2016-02-26,2017-08-26,2,"intestivirid","weaned"
"DUS","LID_106279",0,13.2,0,37.8,0,0,0,1,0,1,0,0,"2017-10-20","infant",8677241,"M",602,19.73770492,1.649315068,10,2017,"ColdDry","Dry","Cold",1056.6,0,NA,2,1,2017-02-17,1,NA,2016-02-26,2017-08-26,2,"intestivirid","weaned"
"DUS","LID_106614",0,0,11.5,26,12.4,19.3,0,0,1,1,1,1,"2018-09-12","infant",24637130,"M",929,30.45901639,2.545205479,9,2018,"ColdWet","Wet","Cold",1200.5,0,NA,4,1,2017-02-17,1,NA,2016-02-26,2017-08-26,2,"intestivirid","weaned"
"DUS","LID_107890",0,0,0,0,0,0,0,0,0,0,0,0,"2019-06-06","infant",10018936,"M",1196,39.21311475,3.276712329,6,2019,"ColdWet","Wet","Cold",274.8,0,NA,0,0,2017-02-17,1,NA,2016-02-26,2017-08-26,2,"no intestivirid","weaned"
"EMI","LID_105992",0,0,25.6,54.3,0,0,0,0,1,1,0,0,"2018-04-06","adult",11332551,"M",3596,117.9016393,9.852054795,4,2018,"HotDry","Dry","Hot",28.1,0,NA,2,1,NA,1,NA,2009-07-30,2011-01-30,3,"intestivirid","adult"
"ERC","LID_107886",0,0,0,0,0,0,0,0,0,0,0,0,"2018-04-02","adult",9587972,"M",4286,140.5245902,11.74246575,4,2018,"HotDry","Dry","Hot",21.8,0,NA,0,0,NA,1,NA,2006-07-08,2008-01-08,3,"no intestivirid","adult"
"FAB","LID_105946",0,0,0,0,0,0,0,0,0,0,0,0,"2018-04-06","adult",11211016,"M",4384,143.7377049,12.0109589,4,2018,"HotDry","Dry","Hot",28.1,0,NA,0,0,NA,1,NA,2006-04-05,2007-10-05,3,"no intestivirid","adult"
"IMP","LID_105956",0,0,17.3,0,0,0,0,0,1,0,0,0,"2018-07-10","adult",5292270,"M",4542,148.9180328,12.44383562,7,2018,"ColdWet","Wet","Cold",645,0,NA,1,1,NA,1,NA,2006-02-01,2007-08-01,3,"intestivirid","adult"
"JEM","LID_107882",0,0,0,0,20.8,43.1,0,0,0,0,1,1,"2018-07-04","infant",17378187,"M",1001,32.81967213,2.742465753,7,2018,"ColdWet","Wet","Cold",510,0,NA,2,1,NA,1,NA,2015-10-07,2017-04-07,2,"intestivirid","weaned"
"JEM","LID_108398",12.6,16.4,0,12.2,58.3,71.3,1,1,0,1,1,1,"2017-08-31","infant",17920238,"M",694,22.75409836,1.901369863,8,2017,"ColdWet","Wet","Cold",1299.8,0,NA,5,1,NA,1,NA,2015-10-07,2017-04-07,2,"intestivirid","weaned"
"JEM","LID_108417",0,19.4,0,0,0,14.4,0,1,0,0,0,1,"2016-01-28","infant",18173538,"M",113,3.704918033,0.309589041,1,2016,"ColdDry","Dry","Cold",232.4,0,NA,2,1,NA,0,NA,2015-10-07,2017-04-07,1,"intestivirid","unweaned"
"JEM","LID_108401",24.6,13,0,0,0,0,1,1,0,0,0,0,"2016-05-17","infant",20320899,"M",223,7.31147541,0.610958904,5,2016,"HotDry","Dry","Hot",293.5,1,"LID_105985",2,1,NA,0,NA,2015-10-07,2017-04-07,1,"intestivirid","unweaned"
"JEM","LID_105971",50.3,0,0,0,98.9,90.5,1,0,0,0,1,1,"2017-11-08","infant",11197868,"M",763,25.01639344,2.090410959,11,2017,"ColdDry","Dry","Cold",817.9,0,NA,3,1,NA,1,NA,2015-10-07,2017-04-07,2,"intestivirid","weaned"
"JEM","LID_106258",0,24.2,0,0,0,0,0,1,0,0,0,0,"2018-05-03","infant",10255092,"M",939,30.78688525,2.57260274,5,2018,"HotDry","Dry","Hot",63.1,0,NA,1,1,NA,1,NA,2015-10-07,2017-04-07,2,"intestivirid","weaned"
"JEM","LID_106276",0,0,0,0,0,0,0,0,0,0,0,0,"2016-03-24","infant",6200726,"M",169,5.540983607,0.463013699,3,2016,"HotDry","Dry","Hot",65.5,0,NA,0,0,NA,0,NA,2015-10-07,2017-04-07,1,"no intestivirid","unweaned"
"JEM","LID_106623",0,0,0,63.8,0,0,0,0,0,1,0,0,"2018-02-17","infant",14261692,"M",864,28.32786885,2.367123288,2,2018,"HotDry","Dry","Hot",0,0,NA,1,1,NA,1,NA,2015-10-07,2017-04-07,2,"intestivirid","weaned"
"JEM","LID_106610",0,0,14,0,54,76,0,0,1,0,1,1,"2018-10-03","infant",18340681,"M",1092,35.80327869,2.991780822,10,2018,"ColdDry","Dry","Cold",1081.4,0,NA,3,1,NA,1,NA,2015-10-07,2017-04-07,2,"intestivirid","weaned"
"JEM","LID_106627",0,0,0,0,0,0,0,0,0,0,0,0,"2016-07-13","infant",13747923,"M",280,9.180327869,0.767123288,7,2016,"ColdWet","Wet","Cold",831,1,"LID_106289",0,0,NA,0,NA,2015-10-07,2017-04-07,1,"no intestivirid","unweaned"
"JOO","LID_105985",12.5,11.5,0,16.2,19.8,10.6,1,1,0,1,1,1,"2016-05-17","adult",37427316,"F",4704,154.2295082,12.88767123,5,2016,"HotDry","Dry","Hot",293.5,1,"LID_108401",5,1,NA,1,NA,2003-07-01,2005-01-01,3,"intestivirid","adult"
"JOO","LID_108308",0,0,0,0,0,0,0,0,0,0,0,0,"2016-01-16","adult",6539391,"F",4582,150.2295082,12.55342466,1,2016,"ColdDry","Dry","Cold",246.7,0,NA,0,0,NA,1,NA,2003-07-01,2005-01-01,3,"no intestivirid","adult"
"JOO","LID_106289",0,0,0,0,42.5,0,0,0,0,0,1,0,"2016-07-13","adult",6099851,"F",4761,156.0983607,13.04383562,7,2016,"ColdWet","Wet","Cold",831,1,"LID_106627",1,1,NA,1,NA,2003-07-01,2005-01-01,3,"intestivirid","adult"
"LEN","LID_105951",0,0,0,0,21.4,12.4,0,0,0,0,1,1,"2018-07-13","adult",18373485,"M",4602,150.8852459,12.60821918,7,2018,"ColdWet","Wet","Cold",706,0,NA,2,1,NA,1,NA,2005-12-06,2007-06-06,3,"intestivirid","adult"
"LEN","LID_106593",0,0,0,0,0,0,0,0,0,0,0,0,"2018-04-03","adult",11914242,"M",4501,147.5737705,12.33150685,4,2018,"HotDry","Dry","Hot",24.8,0,NA,0,0,NA,1,NA,2005-12-06,2007-06-06,3,"no intestivirid","adult"
"MAD","LID_105991",0,0,0,0,0,0,0,0,0,0,0,0,"2018-04-10","adult",11533254,"F",4574,149.9672131,12.53150685,4,2018,"HotDry","Dry","Hot",28.1,1,"LID_106621",0,0,2007-01-11,1,2010-09-21,2005-10-01,2007-04-01,3,"no intestivirid","adult"
"MAD","LID_108410",12.7,25.1,16.8,36.1,0,24.1,1,1,1,1,0,1,"2017-10-05","adult",20060795,"F",4387,143.8360656,12.01917808,10,2017,"ColdDry","Dry","Cold",1083.1,1,"LID_108411",5,1,2007-01-11,1,2010-09-21,2005-10-01,2007-04-01,3,"intestivirid","adult"
"MAD","LID_106601",0,0,0,0,0,0,0,0,0,0,0,0,"2018-05-02","adult",7983814,"F",4596,150.6885246,12.59178082,5,2018,"HotDry","Dry","Hot",63.1,1,"LID_108431",0,0,2007-01-11,1,2010-09-21,2005-10-01,2007-04-01,3,"no intestivirid","adult"
"MAD","LID_105981",0,0,0,0,0,0,0,0,0,0,0,0,"2017-12-20","adult",9746483,"F",4463,146.3278689,12.22739726,12,2017,"ColdDry","Dry","Cold",311,1,"LID_105868",0,0,2007-01-11,1,2010-09-21,2005-10-01,2007-04-01,3,"no intestivirid","adult"
"MAR","LID_108412",13.8,0,11.1,18.5,0,78.9,1,0,1,1,0,1,"2017-10-05","adult",18624811,"F",7346,240.852459,20.1260274,10,2017,"ColdDry","Dry","Cold",1083.1,1,"LID_108415",4,1,NA,1,NA,1997-08-25,1999-02-25,3,"intestivirid","adult"
"MAR","LID_106595",0,0,0,0,0,0,0,0,0,0,0,0,"2018-02-01","adult",13612939,"F",7465,244.7540984,20.45205479,2,2018,"HotDry","Dry","Hot",27.2,1,"LID_105969",0,0,NA,1,NA,1997-08-25,1999-02-25,3,"no intestivirid","adult"
"MAR","LID_105974",0,11.8,0,0,76.6,92.5,0,1,0,0,1,1,"2017-12-06","adult",7873760,"F",7408,242.8852459,20.29589041,12,2017,"ColdDry","Dry","Cold",381.8,1,"LID_106009",3,1,NA,1,NA,1997-08-25,1999-02-25,3,"intestivirid","adult"
"MAR","LID_108286",0,0,0,0,0,0,0,0,0,0,0,0,"2017-08-12","adult",6421868,"F",7292,239.0819672,19.97808219,8,2017,"ColdWet","Wet","Cold",1158.4,1,"LID_106278",0,0,NA,1,NA,1997-08-25,1999-02-25,3,"no intestivirid","adult"
"MAR","LID_108416",0,0,0,13.4,0,13.4,0,0,0,1,0,1,"2018-02-01","adult",12630539,"F",7465,244.7540984,20.45205479,2,2018,"HotDry","Dry","Hot",27.2,1,"LID_105969",2,1,NA,1,NA,1997-08-25,1999-02-25,3,"intestivirid","adult"
"MCB","LID_106287",0,0,0,98.1,0,0,0,0,0,1,0,0,"2017-06-23","infant",7655439,"M",515,16.8852459,1.410958904,6,2017,"ColdWet","Wet","Cold",608.5,0,NA,1,1,2017-01-09,1,NA,2016-01-25,2017-07-25,2,"intestivirid","weaned"
"MCB","LID_105927",0,0,25.4,0,0,0,0,0,1,0,0,0,"2017-11-08","infant",5344264,"M",653,21.40983607,1.789041096,11,2017,"ColdDry","Dry","Cold",817.9,0,NA,1,1,2017-01-09,1,NA,2016-01-25,2017-07-25,2,"intestivirid","weaned"
"MCB","LID_105963",16.9,11,18.1,100,0,22.3,1,1,1,1,0,1,"2017-06-09","infant",48683628,"M",501,16.42622951,1.37260274,6,2017,"ColdWet","Wet","Cold",545,0,NA,5,1,2017-01-09,1,NA,2016-01-25,2017-07-25,2,"intestivirid","weaned"
"MCB","LID_108299",0,12.1,20,47.7,0,0,0,1,1,1,0,0,"2017-08-15","infant",12946011,"M",568,18.62295082,1.556164384,8,2017,"ColdWet","Wet","Cold",1134.8,0,NA,3,1,2017-01-09,1,NA,2016-01-25,2017-07-25,2,"intestivirid","weaned"
"MCB","LID_106629",22.8,0,0,0,0,0,1,0,0,0,0,0,"2016-05-18","infant",51353474,"M",114,3.737704918,0.312328767,5,2016,"HotDry","Dry","Hot",295.7,0,NA,1,1,2017-01-09,0,NA,2016-01-25,2017-07-25,1,"intestivirid","unweaned"
